,lot_area,street,land_cont,neighborhood,cond_1,cond_2,bldg_type,style,overall_cond,yr_built,yr_remodeled,roof_style,exter_cond,foundation,bsmt_cond,bsmt_fin_1,bsmt_fin_2,bsmt_sf,heat,cent_air,gr_liv_area,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,fireplaces,garage_type,garage_car_size,paved_drive,year_sold,has_pool
506,10665,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2003,2003,Gable,TA,PConc,TA,GLQ,Unf,1453.0,GasA,Y,1479,2,0,3,1,Gd,0,Attchd,2,Y,2007,0
507,10457,Pave,Lvl,Mitchel,Norm,Norm,1Fam,2Story,7,1969,1969,Gable,Gd,CBlock,TA,BLQ,LwQ,784.0,GasA,Y,1632,1,1,4,1,TA,1,Attchd,2,Y,2009,0
508,8281,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,TA,CBlock,TA,Rec,BLQ,864.0,GasA,Y,864,1,0,3,1,TA,1,Detchd,1,Y,2009,0
509,14948,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2008,2008,Hip,TA,PConc,TA,GLQ,Unf,1452.0,GasA,Y,2713,2,1,3,1,Ex,1,Attchd,3,Y,2008,0
510,7000,Pave,Lvl,SWISU,RRA,Norm,1Fam,2Story,8,1926,1997,Gable,TA,BrkTil,TA,ALQ,Unf,624.0,GasA,Y,1479,1,0,3,1,Gd,2,Detchd,1,Y,2006,0
511,3940,Pave,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2004,2004,Hip,TA,PConc,TA,GLQ,Unf,1393.0,GasA,Y,1576,2,0,2,1,Gd,1,Attchd,3,Y,2008,0
512,9382,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,1999,2000,Gable,TA,PConc,TA,Unf,Unf,1468.0,GasA,Y,1479,2,0,3,1,Gd,0,Attchd,2,Y,2008,0
513,6854,Pave,Bnk,BrkSide,Norm,Norm,1Fam,1Story,7,1925,1994,Gable,Gd,PConc,TA,LwQ,Rec,756.0,GasA,N,1060,1,0,1,1,TA,1,Detchd,1,Y,2007,0
514,11515,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,1958,1994,Gable,TA,Other,None,None,None,0.0,GasA,N,943,1,0,3,1,Gd,0,Detchd,1,N,2007,0
515,13837,Pave,Lvl,,Norm,Norm,1Fam,Fin,5,1988,1988,Gable,Gd,PConc,Gd,GLQ,LwQ,1204.0,GasA,Y,2183,2,1,4,1,Gd,0,Attchd,3,Y,2006,0
516,9938,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,5,1993,1994,Gable,TA,PConc,TA,GLQ,Unf,1050.0,GasA,Y,1949,2,1,3,1,Gd,1,Attchd,2,Y,2010,0
517,12633,Pave,HLS,Timber,Fa,PosA,1Fam,1Story,5,2006,2007,Hip,TA,PConc,TA,Unf,Unf,1824.0,GasA,Y,1824,2,0,3,1,Ex,1,Attchd,3,Y,2007,0
518,6876,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,2Story,5,1927,1950,Gable,TA,CBlock,Fa,BLQ,Unf,720.0,GasA,Y,1930,2,0,4,1,TA,0,Attchd,1,Y,2009,0
519,3951,Pave,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,5,1998,1999,Gable,TA,PConc,TA,BLQ,GLQ,970.0,GasA,Y,2393,2,1,2,1,Ex,1,Attchd,2,Y,2008,0
520,9856,Pave,Lvl,OldTown,Norm,Norm,1Fam,2Story,8,1900,2005,Hip,Gd,PConc,TA,Unf,Unf,716.0,GasA,Y,2014,2,0,5,1,TA,0,Detchd,2,Y,2006,0
521,17808,Pave,Lvl,Edwards,RRA,Norm,1Fam,1Story,5,1946,1950,Gable,TA,CBlock,TA,Unf,Unf,484.0,GasA,N,1242,1,0,2,1,TA,0,Attchd,1,N,2007,0
522,9627,Pave,Lvl,Mitchel,Norm,Norm,1Fam,2Story,5,1993,1994,Gable,TA,PConc,TA,LwQ,Unf,996.0,GasA,Y,2000,2,1,3,1,TA,1,Attchd,3,Y,2006,0
523,6000,Pave,Lvl,BrkSide,Norm,Norm,1Fam,Fin,6,1939,1950,Gable,Fa,CBlock,TA,Unf,Unf,780.0,GasA,Y,1412,1,0,4,1,TA,1,Detchd,1,Y,2009,0
524,9757,Pave,Low,CollgCr,Norm,Norm,1Fam,1Story,7,1994,1994,Gable,Gd,PConc,TA,ALQ,Unf,990.0,GasA,Y,990,1,0,3,1,TA,0,Attchd,1,Y,2009,0
525,9280,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,1951,1951,Gable,TA,CBlock,TA,ALQ,Unf,1342.0,GasA,Y,1342,1,0,4,1,TA,0,Detchd,1,Y,2007,0
526,14780,Pave,HLS,NridgHt,Norm,Norm,1Fam,1Story,5,2005,2005,Hip,TA,PConc,TA,GLQ,Unf,1868.0,GasA,Y,1868,2,0,2,1,Ex,1,Attchd,3,Y,2006,0
527,7740,Pave,Lvl,OldTown,Norm,Norm,1Fam,2Story,7,1910,1950,Gable,TA,CBlock,TA,Unf,Unf,622.0,GasA,Y,1363,1,0,3,1,TA,0,Detchd,2,Y,2010,0
528,9600,Pave,Lvl,NAmes,RRA,Norm,1Fam,1Story,6,1958,1988,Hip,TA,CBlock,TA,Rec,LwQ,1240.0,GasA,Y,1632,2,0,3,1,TA,1,Attchd,1,Y,2009,0
529,13478,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2008,2008,Gable,TA,PConc,TA,GLQ,Unf,1722.0,GasA,Y,2296,2,1,3,1,Ex,1,BuiltIn,3,Y,2009,0
530,10926,Pave,Lvl,Edwards,Norm,Norm,Duplex,1Story,5,1959,1959,Hip,TA,CBlock,TA,Unf,Unf,1678.0,GasA,Y,1678,2,0,6,2,TA,0,None,0,Y,2009,0
531,6853,Pave,Lvl,Timber,Norm,Norm,1Fam,1Story,5,2001,2002,Gable,TA,PConc,TA,GLQ,Unf,1267.0,GasA,Y,1296,2,0,2,1,Gd,0,Attchd,2,Y,2009,0
532,10667,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1971,1971,Gable,TA,CBlock,TA,BLQ,Unf,1587.0,GasA,Y,1587,2,0,3,1,TA,1,Attchd,2,Y,2007,0
533,8212,Pave,Lvl,Edwards,Norm,Norm,1Fam,Fin,6,1941,1950,Gable,TA,CBlock,TA,Rec,Unf,720.0,GasA,Y,1298,1,0,3,1,TA,2,Detchd,1,Y,2009,0
534,9100,Pave,Lvl,Sawyer,RRA,Norm,Duplex,1Story,5,1963,1963,Gable,TA,CBlock,TA,Rec,Unf,1728.0,GasA,Y,1728,2,0,6,2,TA,0,Detchd,2,Y,2006,0
535,6000,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,6,1957,1957,Hip,TA,CBlock,TA,Rec,Unf,928.0,GasA,Y,928,1,0,3,1,TA,0,Attchd,1,Y,2008,0
536,9316,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,2005,2006,Gable,TA,PConc,TA,Unf,Unf,879.0,GasA,Y,1795,2,1,3,1,Gd,0,Attchd,2,Y,2007,0
537,9464,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1958,1958,Hip,Gd,CBlock,TA,BLQ,Unf,1080.0,GasA,Y,1080,1,0,3,1,TA,0,Attchd,1,Y,2008,0
538,10400,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,1998,1998,Gable,TA,PConc,TA,Unf,Unf,866.0,GasA,Y,1779,2,1,3,1,Gd,0,Attchd,2,Y,2009,0
539,5310,Pave,Lvl,OldTown,RRA,Norm,1Fam,Fin,8,1910,2003,Hip,Gd,CBlock,Fa,Unf,Unf,485.0,GasA,Y,1635,1,0,2,1,Gd,0,Attchd,1,Y,2006,0
540,7406,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,TA,PConc,TA,GLQ,Unf,1199.0,GasA,Y,1220,2,0,2,1,Gd,0,Attchd,2,Y,2006,0
541,4538,Pave,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,5,2001,2001,Gable,TA,PConc,TA,GLQ,Unf,1310.0,GasA,Y,1310,1,1,1,1,Gd,1,Attchd,2,Y,2008,0
542,10106,Pave,Lvl,Edwards,Norm,Norm,2fmCon,Fin,7,1940,1999,Gable,Gd,BrkTil,TA,ALQ,Rec,644.0,GasA,Y,1355,2,0,4,2,TA,0,None,0,Y,2008,0
543,13346,Pave,Lvl,NoRidge,Norm,Norm,1Fam,2Story,5,1992,2000,Gable,TA,PConc,TA,GLQ,Unf,1095.0,GasA,Y,2295,2,1,4,1,Gd,1,Attchd,2,Y,2006,0
544,9639,Pave,Lvl,OldTown,Artery,Norm,1Fam,2Story,8,1900,1950,Gable,TA,PConc,TA,Unf,Unf,1075.0,GasA,Y,1798,2,1,4,1,TA,0,Detchd,2,N,2007,0
545,15387,Pave,Lvl,,Norm,Norm,1Fam,1Story,7,1967,1967,Gable,TA,CBlock,TA,ALQ,BLQ,1620.0,GasA,Y,1620,2,0,4,1,Gd,1,Attchd,2,Y,2008,0
546,10050,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,1955,1955,Hip,TA,CBlock,TA,Rec,Unf,1216.0,GasA,Y,1216,1,0,3,1,TA,0,Attchd,1,Y,2007,0
547,6240,Pave,Lvl,BrkSide,Norm,Norm,1Fam,Fin,4,1936,1950,Gable,TA,BrkTil,TA,Unf,Unf,896.0,GasA,Y,1344,1,0,3,1,TA,0,Detchd,1,Y,2006,0
548,7506,Pave,Lvl,OldTown,Norm,Norm,1Fam,Fin,8,1925,1950,Gable,Gd,PConc,TA,Unf,Unf,747.0,GasA,Y,1159,1,0,3,1,TA,0,Detchd,1,N,2008,0
549,8900,Pave,Lvl,SawyerW,Norm,Norm,1Fam,1Story,4,1966,1966,Gable,TA,CBlock,TA,Rec,Unf,1056.0,GasA,Y,1056,1,0,2,1,TA,0,Detchd,1,Y,2006,0
550,8480,Pave,Lvl,NAmes,Norm,Norm,1Fam,Fin,5,1947,1950,Gable,TA,CBlock,TA,Rec,Unf,832.0,GasA,Y,1216,1,0,2,1,TA,0,Detchd,1,Y,2008,0
551,6000,Pave,Lvl,BrkSide,Norm,Norm,1Fam,Fin,7,1929,1950,Gable,TA,BrkTil,TA,Unf,Unf,862.0,GasA,Y,1158,1,0,3,1,TA,1,BuiltIn,1,Y,2008,0
552,8847,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2005,2005,Gable,TA,PConc,TA,GLQ,Unf,1538.0,GasA,Y,1538,2,0,3,1,Gd,0,Attchd,2,Y,2007,0
553,8050,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,TA,CBlock,TA,BLQ,Rec,1143.0,GasA,Y,1143,1,0,3,1,TA,0,Attchd,1,Y,2010,0
554,8294,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,TA,CBlock,TA,Unf,Unf,858.0,GasA,Y,872,1,0,3,1,TA,0,Detchd,3,Y,2007,0
555,7920,Pave,Lvl,IDOTRR,Artery,Norm,1Fam,Fin,7,1920,1950,Gable,Fa,CBlock,TA,Unf,Unf,319.0,GasA,Y,1406,1,0,3,1,Fa,0,None,0,N,2008,0
556,18494,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,5,2005,2005,Gable,TA,PConc,TA,Unf,Unf,1324.0,GasA,Y,1324,2,0,3,1,Gd,0,Attchd,2,Y,2010,0
557,7162,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,7,1966,1966,Gable,TA,PConc,TA,Unf,Unf,876.0,GasA,Y,904,1,0,3,1,TA,0,Attchd,1,Y,2008,0
558,10918,Pave,Lvl,Crawfor,Norm,Norm,1Fam,2Story,9,1926,2004,Other,TA,BrkTil,TA,Unf,Unf,1276.0,GasA,Y,2080,1,1,3,1,Gd,2,Detchd,1,Y,2009,0
559,4435,Pave,Lvl,CollgCr,Norm,Norm,TwnhsE,1Story,5,2004,2004,Gable,TA,PConc,TA,GLQ,Unf,848.0,GasA,Y,848,1,0,1,1,Gd,1,Attchd,2,Y,2006,0
560,11250,Pave,Lvl,ClearCr,Norm,Norm,1Fam,Fin,5,1957,1989,Gable,TA,CBlock,TA,Unf,Unf,1104.0,GasA,Y,1788,1,0,5,1,TA,2,Attchd,1,Y,2009,0
561,14375,Pave,Lvl,Timber,Norm,Norm,1Fam,SLvl,6,1958,1958,Gable,TA,CBlock,TA,GLQ,Rec,819.0,GasA,Y,1344,1,0,3,1,Gd,1,Basment,2,Y,2009,0
562,9045,Pave,Lvl,OldTown,Norm,Norm,2fmCon,2Story,3,1910,1950,Gable,Fa,BrkTil,TA,Unf,Unf,840.0,NonGas,N,2256,2,0,4,2,Fa,0,None,0,N,2010,0
563,10029,Pave,Lvl,ClearCr,Norm,Norm,1Fam,2Story,5,1988,1989,Gable,TA,PConc,TA,GLQ,Unf,1151.0,GasA,Y,2060,2,1,4,1,TA,1,Attchd,2,Y,2007,0
564,4060,Pave,Lvl,NAmes,Norm,Norm,TwnhsE,1Story,5,1998,1999,Gable,TA,PConc,TA,GLQ,Unf,1405.0,GasA,Y,1337,2,0,2,1,Gd,0,Attchd,2,Y,2008,0
565,9020,Pave,Lvl,NAmes,Norm,Norm,1Fam,SLvl,7,1966,1966,Gable,TA,CBlock,TA,Rec,ALQ,1127.0,GasA,Y,1165,1,1,3,1,TA,0,Attchd,2,Y,2008,0
566,11777,Pave,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,6,1966,1966,Gable,TA,CBlock,TA,LwQ,ALQ,1164.0,GasA,Y,1320,1,0,3,1,TA,2,Attchd,2,Y,2006,0
567,10171,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2004,2004,Gable,TA,PConc,TA,GLQ,Unf,1517.0,GasA,Y,1535,2,0,3,1,Gd,0,Attchd,2,Y,2010,0
568,10400,Pave,Lvl,,Norm,Norm,1Fam,2Story,6,1980,1988,Gable,TA,CBlock,TA,Unf,Unf,738.0,GasA,Y,2044,2,1,3,1,TA,1,Attchd,2,Y,2008,0
569,6240,Pave,Lvl,BrkSide,Norm,Norm,1Fam,Fin,7,1929,1950,Gable,TA,PConc,TA,BLQ,Unf,704.0,GasA,Y,1136,1,0,2,1,TA,0,Detchd,1,Y,2008,0
570,12150,Pave,Bnk,Mitchel,Norm,Norm,1Fam,SFoyer,6,1979,1979,Gable,TA,CBlock,TA,GLQ,Unf,1001.0,GasA,Y,1299,2,0,2,1,Gd,1,BuiltIn,2,Y,2007,0
571,2645,Pave,Lvl,Somerst,Norm,Norm,Twnhs,2Story,5,1999,2000,Gable,TA,PConc,TA,Unf,Unf,776.0,GasA,Y,1441,2,1,2,1,Gd,0,Detchd,2,Y,2007,0
572,22692,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,1953,1953,Gable,TA,CBlock,TA,Rec,Unf,1073.0,GasA,Y,1630,2,0,3,1,TA,1,Detchd,2,P,2007,0
573,9600,Pave,Lvl,OldTown,Norm,Norm,1Fam,2Story,7,1925,1990,Gable,TA,BrkTil,Gd,LwQ,Unf,728.0,GasA,Y,1641,1,1,3,1,Ex,1,Detchd,2,Y,2006,0
574,13830,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,1997,1998,Gable,TA,PConc,TA,GLQ,Unf,928.0,GasA,Y,1629,2,1,3,1,TA,1,Attchd,2,Y,2010,0
575,4435,Pave,Lvl,CollgCr,Norm,Norm,TwnhsE,1Story,5,2003,2004,Gable,TA,PConc,TA,GLQ,Unf,848.0,GasA,Y,848,1,0,1,1,Gd,0,Attchd,2,Y,2009,0
576,5890,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,8,1930,2007,Gable,Gd,BrkTil,TA,ALQ,Unf,816.0,GasA,Y,816,1,0,2,1,TA,0,Detchd,1,Y,2008,0
577,10859,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1995,Gable,TA,PConc,TA,Unf,Unf,1097.0,GasA,Y,1097,1,1,3,1,TA,0,Attchd,2,Y,2009,0
578,5330,Pave,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,5,2000,2000,Gable,TA,PConc,TA,GLQ,Unf,1494.0,GasA,Y,1652,2,0,2,1,Ex,0,Attchd,2,Y,2007,0
579,10778,Pave,Lvl,Sawyer,Norm,Norm,Duplex,1Story,5,1968,1968,Hip,TA,CBlock,TA,Unf,Unf,1768.0,GasA,N,1768,2,0,4,2,TA,0,None,0,Y,2010,0
580,6845,Pave,Lvl,Edwards,Norm,Norm,Duplex,1Story,5,1955,1955,Gable,TA,Other,None,None,None,0.0,GasA,N,1152,2,0,2,2,TA,0,None,0,N,2008,0
581,21780,Grvl,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,4,1910,1950,Gable,Fa,CBlock,None,None,None,0.0,GasA,N,810,1,0,1,1,TA,0,Detchd,1,N,2009,0
582,10307,Pave,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,5,2007,2008,Gable,TA,PConc,TA,GLQ,Unf,1350.0,GasA,Y,1358,2,0,2,1,Gd,1,Attchd,2,Y,2009,0
583,4500,Pave,Lvl,Mitchel,Norm,Norm,Twnhs,1Story,5,1998,1998,Hip,TA,PConc,TA,GLQ,Unf,1216.0,GasA,Y,1216,2,0,2,1,TA,0,Attchd,2,Y,2006,0
584,9060,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,Fin,5,1957,1957,Gable,TA,CBlock,TA,Unf,Unf,967.0,GasA,Y,1638,2,0,4,1,Gd,0,Detchd,1,Y,2006,0
585,2160,Pave,Lvl,Somerst,Norm,Norm,Twnhs,2Story,5,1999,2000,Gable,TA,PConc,TA,BLQ,Unf,600.0,GasA,Y,1252,2,1,2,1,Gd,0,Detchd,2,Y,2008,0
586,7669,Pave,Lvl,Mitchel,Norm,Norm,1Fam,SFoyer,6,1992,1993,Gable,TA,PConc,TA,GLQ,LwQ,828.0,GasA,Y,883,1,0,2,1,TA,1,Detchd,2,Y,2009,0
587,9858,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,6,1968,1968,Gable,TA,CBlock,TA,BLQ,Unf,864.0,GasA,Y,874,1,0,3,1,TA,0,Attchd,1,Y,2009,0
588,10300,Pave,Bnk,OldTown,RRA,RRAe,1Fam,2Story,6,1921,1950,Gable,TA,BrkTil,TA,Unf,Unf,576.0,GasA,Y,1710,2,0,3,1,TA,0,Detchd,2,Y,2010,0
589,8125,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2008,2009,Hip,TA,PConc,TA,Unf,Unf,1836.0,GasA,Y,1836,2,0,3,1,Gd,1,Attchd,2,Y,2009,0
590,14850,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,1957,1957,Gable,TA,CBlock,TA,Rec,Unf,1092.0,GasA,Y,1092,1,0,2,1,TA,1,Attchd,1,Y,2006,0
591,4274,Pave,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,5,2006,2007,Gable,TA,PConc,TA,GLQ,Unf,1241.0,GasA,Y,1241,1,1,1,1,Gd,0,Attchd,2,Y,2007,0
592,9650,Pave,Lvl,,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,TA,CBlock,TA,ALQ,Unf,1350.0,GasA,Y,1334,2,0,2,1,TA,1,Attchd,2,Y,2009,0
593,14585,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1960,1987,Gable,TA,CBlock,TA,BLQ,Rec,1144.0,GasA,Y,1429,1,0,3,1,Gd,2,Attchd,2,Y,2007,0
594,9000,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2008,2008,Gable,TA,PConc,TA,GLQ,Unf,1566.0,GasA,Y,1566,2,0,3,1,Gd,0,Attchd,2,Y,2010,0
595,13774,Pave,Lvl,,Norm,Norm,1Fam,2Story,7,1977,1992,Hip,Gd,PConc,TA,GLQ,Unf,908.0,GasA,Y,2288,1,2,4,1,Gd,2,Attchd,2,Y,2009,0
596,5119,Pave,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,5,1999,2000,Gable,TA,PConc,TA,GLQ,Unf,1698.0,GasA,Y,1709,2,0,2,1,Gd,1,Attchd,2,Y,2008,0
597,9254,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2005,2005,Gable,TA,PConc,TA,GLQ,Unf,1721.0,GasA,Y,1721,2,0,3,1,Gd,0,Attchd,2,Y,2007,0
598,10324,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2008,2008,Gable,TA,PConc,TA,GLQ,Unf,1254.0,GasA,Y,1254,2,0,2,1,Gd,0,Attchd,3,Y,2009,0
599,8375,Pave,Lvl,Sawyer,Norm,Norm,1Fam,Fin,7,1941,1973,Gable,TA,BrkTil,TA,ALQ,Unf,576.0,GasA,Y,1350,1,1,2,1,Gd,0,2Types,3,N,2008,0
600,9750,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2000,2001,Gable,TA,PConc,TA,Unf,Unf,1630.0,GasA,Y,1630,2,0,3,1,Gd,1,Attchd,2,Y,2009,0
601,7632,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,5,2005,2005,Gable,TA,PConc,TA,Unf,Unf,784.0,GasA,Y,1585,2,1,3,1,Gd,0,Attchd,2,Y,2006,0
602,15750,Pave,Lvl,Crawfor,Norm,Norm,2fmCon,1Story,5,1953,1953,Hip,TA,CBlock,TA,BLQ,Unf,1165.0,GasA,Y,1336,1,0,2,1,TA,2,Attchd,1,Y,2006,0
603,9240,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,6,1962,2002,Hip,TA,CBlock,TA,BLQ,Unf,864.0,GasA,Y,1211,1,0,2,1,TA,1,Detchd,2,Y,2006,0
604,10400,Pave,Lvl,,Norm,Norm,1Fam,1Story,5,1979,1999,Gable,TA,CBlock,TA,GLQ,Unf,1259.0,GasA,Y,1353,2,0,2,1,TA,1,Attchd,2,Y,2007,0
605,8800,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1966,1966,Hip,TA,CBlock,TA,BLQ,Unf,1174.0,GasA,Y,1200,2,0,3,1,TA,1,Attchd,2,Y,2007,0
606,11839,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,5,1990,1990,Hip,TA,PConc,TA,GLQ,Unf,1475.0,GasA,Y,2329,2,1,4,1,Gd,1,Attchd,2,Y,2008,0
607,9135,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2002,2003,Gable,TA,PConc,TA,GLQ,Unf,1536.0,GasA,Y,1536,2,0,3,1,Gd,0,Attchd,2,Y,2008,0
608,14115,Pave,Lvl,Crawfor,Norm,Norm,1Fam,1Story,7,1956,2004,Gable,TA,PConc,TA,ALQ,GLQ,1073.0,GasA,Y,1811,1,0,2,1,Ex,1,Attchd,2,Y,2006,0
609,14154,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2006,2006,Gable,TA,PConc,Gd,Unf,Unf,1063.0,GasA,Y,2172,2,1,3,1,Gd,1,Attchd,3,Y,2007,0
610,6565,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,6,1957,1980,Gable,TA,CBlock,TA,GLQ,Unf,1073.0,GasA,Y,1073,1,0,3,1,TA,0,Detchd,2,Y,2007,0
611,7700,Pave,Lvl,NAmes,Fa,Norm,1Fam,2Story,5,1966,1966,Gable,TA,CBlock,TA,Unf,Unf,756.0,GasA,Y,1839,1,1,4,1,TA,1,Attchd,2,Y,2010,0
612,4761,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,Unfin,3,1918,1950,Gable,Fa,BrkTil,Fa,Unf,Unf,1020.0,GasA,N,1020,1,0,2,1,Fa,0,None,0,N,2006,0
613,12361,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,7,1993,1993,Gable,Gd,PConc,TA,GLQ,Unf,946.0,GasA,Y,1802,2,1,3,1,Gd,1,2Types,3,Y,2010,0
614,9720,Pave,Lvl,CollgCr,Norm,Norm,1Fam,SLvl,7,1977,1977,Gable,TA,CBlock,Gd,ALQ,Unf,995.0,GasA,Y,1009,2,0,3,1,TA,1,Detchd,2,Y,2007,0
615,8640,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2007,2007,Gable,TA,PConc,TA,GLQ,Unf,1338.0,GasA,Y,1338,2,0,3,1,Gd,0,Attchd,2,Y,2007,0
616,47007,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,7,1959,1996,Gable,TA,Other,None,None,None,0.0,GasA,Y,3820,3,1,5,1,Ex,2,Attchd,2,Y,2008,0
617,3180,Pave,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,5,2007,2007,Gable,TA,PConc,TA,Unf,Unf,689.0,GasA,Y,1392,2,0,2,1,Gd,0,Detchd,2,Y,2008,0
618,14963,Pave,Lvl,Veenker,Norm,Norm,TwnhsE,1Story,5,1996,1996,Gable,TA,PConc,TA,GLQ,Unf,1260.0,GasA,Y,1288,1,1,1,1,Ex,2,Attchd,2,Y,2008,0
619,5000,Pave,Bnk,BrkSide,Norm,Norm,1Fam,Unfin,7,1926,1950,Gable,TA,BrkTil,TA,Unf,Unf,992.0,GasA,Y,1013,1,0,3,1,TA,0,Detchd,1,Y,2008,0
620,16870,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2004,2005,Hip,TA,PConc,TA,GLQ,Unf,1782.0,GasA,Y,1782,2,0,3,1,Gd,2,Attchd,3,Y,2009,0
621,14157,Pave,HLS,StoneBr,Norm,Norm,1Fam,1Story,5,2005,2006,Hip,TA,PConc,TA,GLQ,Unf,1922.0,GasA,Y,1922,2,0,3,1,Gd,1,Attchd,3,Y,2007,0
622,12456,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2006,2007,Hip,TA,PConc,TA,GLQ,Unf,1700.0,GasA,Y,1718,2,0,3,1,Ex,1,Attchd,3,Y,2009,0
623,14836,Pave,HLS,NridgHt,Norm,Norm,1Fam,1Story,5,2004,2005,Hip,TA,PConc,TA,GLQ,Unf,2492.0,GasA,Y,2492,2,1,2,1,Ex,1,Attchd,3,Y,2009,0
624,6956,Pave,Lvl,Edwards,Norm,Norm,1Fam,Fin,7,1948,1950,Gable,Gd,CBlock,TA,Unf,Unf,624.0,GasA,Y,936,1,0,3,1,TA,0,Attchd,1,Y,2006,0
625,7862,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2009,2009,Gable,TA,PConc,TA,GLQ,Unf,1218.0,GasA,Y,1218,2,0,2,1,Gd,0,Attchd,2,Y,2009,0
626,11050,Pave,Lvl,Mitchel,Norm,Norm,1Fam,2Story,5,1996,1997,Gable,TA,PConc,TA,Unf,Unf,910.0,GasA,Y,1820,2,1,3,1,Gd,1,Attchd,3,Y,2008,0
627,8924,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,1998,1999,Gable,TA,PConc,TA,Unf,Unf,880.0,GasA,Y,1724,2,1,3,1,Gd,0,Attchd,2,Y,2008,0
628,9610,Pave,Lvl,NAmes,RRA,Norm,1Fam,1Story,6,1958,1958,Hip,TA,CBlock,TA,Rec,Unf,1121.0,GasA,Y,1336,1,1,3,1,TA,1,Attchd,2,Y,2006,0
629,13710,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,Fin,5,1950,1950,Gable,TA,CBlock,TA,BLQ,Unf,910.0,GasA,Y,1558,1,1,4,1,TA,0,Attchd,1,Y,2007,0
