Id,lot_area,street,land_cont,lot_config,neighborhood,cond_1,cond_2,bldg_type,style,overall_qual,overall_cond,yr_built,yr_remodeled,roof_style,roof_mater,exter_1,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_expo,bsmt_fin_1,bsmt_fin_1_sf,bsmt_fin_2,bsmt_fin_2_sf,bsmt_sf,heat,cent_air,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,tot_rooms_gr,functional,fireplaces,garage_type,garage_car_size,garage_cond,paved_drive,porch_1,porch_2,porch_3,porch_4,porch_5,misc_val,year_sold,ms_subclass,lot_shape,sale_price,has_pool,functional_mapped,bsmt_baths,porch_sf
1088,9587,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0.0,856.0,GasA,Y,1166,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,2,TA,Y,212,0,0,0,0,0,2008,80,IR1,190000,0,6,1.0,212
698,9900,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,None,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,504.0,GasA,Y,1464,0.0,0.0,2,0,3,1,TA,7,Typ,0,None,0,,N,0,0,176,0,0,0,2009,70,Reg,129000,0,6,0.0,176
1896,22002,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,Mn,ALQ,1386.0,Unf,0.0,1592.0,GasA,Y,1652,1.0,0.0,1,1,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,0,0,0,0,201,0,2007,20,Reg,200000,0,6,1.0,201
628,13000,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,896.0,GasA,Y,2142,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Attchd,1,TA,Y,0,72,0,0,252,0,2009,60,Reg,193500,0,6,0.0,324
1212,8250,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,Stone,TA,TA,CBlock,Gd,TA,No,Rec,787.0,Unf,0.0,1092.0,GasA,Y,1092,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,2,Gd,Y,0,0,0,0,0,0,2008,20,Reg,145000,0,6,1.0,0
2864,8170,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,Fin,7,7,1929,1950,Gable,CompShg,Stucco,BrkFace,Gd,Gd,BrkTil,TA,TA,No,ALQ,526.0,Unf,0.0,1022.0,GasA,Y,1671,0.0,0.0,2,0,4,1,TA,7,Typ,1,Detchd,2,TA,Y,0,0,0,0,0,0,2006,50,IR1,218000,0,6,0.0,0
2740,12048,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,BrkFace,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,Y,1488,0.0,0.0,1,0,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,189,36,0,348,0,2006,20,Reg,135000,0,6,0.0,573
2560,10858,Pave,Lvl,Corner,NAmes,RRA,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Stone,TA,Gd,CBlock,TA,TA,Mn,LwQ,40.0,Unf,0.0,1444.0,GasA,Y,1624,1.0,0.0,1,0,2,1,TA,6,Min1,1,Attchd,1,TA,Y,0,40,324,0,0,0,2006,20,Reg,146500,0,5,1.0,364
1716,7577,Pave,Lvl,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1362.0,GasA,Y,1362,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2,TA,Y,192,28,0,0,0,0,2007,120,IR1,194700,0,6,0.0,220
1130,7500,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,902.0,Unf,0.0,1218.0,GasA,Y,1218,1.0,0.0,2,0,2,1,Gd,6,Typ,0,Attchd,2,TA,Y,168,168,0,0,0,0,2008,20,Reg,230348,0,6,1.0,336
201,6120,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,Fa,Fa,No,ALQ,960.0,Unf,0.0,1124.0,GasA,Y,1068,1.0,0.0,1,0,2,1,TA,5,Typ,1,Detchd,1,TA,Y,0,0,128,0,0,0,2010,30,Reg,109500,0,6,1.0,128
2886,23580,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,6,6,1979,1979,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,776.0,Unf,0.0,1625.0,GasA,Y,1625,0.0,1.0,2,0,3,1,Fa,6,Typ,1,Attchd,2,TA,Y,136,28,0,0,0,0,2006,20,IR1,242500,0,6,0.5,164
2328,5306,Pave,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,495.0,Rec,215.0,1064.0,GasA,Y,1767,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,2,TA,Y,441,35,0,0,0,0,2006,160,IR1,239000,0,6,1.0,476
2583,8092,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,1050.0,GasA,Y,1050,1.0,0.0,1,0,3,1,Gd,6,Typ,0,Attchd,1,TA,Y,0,0,0,0,0,0,2006,20,Reg,156000,0,6,1.0,0
1206,8593,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,907.0,GasA,Y,907,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1,TA,Y,0,0,0,0,0,0,2008,20,IR1,109008,0,6,0.0,0
2242,11067,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,Fin,3,4,1939,1950,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,None,None,,None,0.0,None,0.0,0.0,GasA,Y,845,0.0,0.0,1,0,1,1,TA,4,Maj2,0,Detchd,1,Fa,N,48,0,0,0,0,0,2007,50,Reg,68104,0,1,0.0,48
1105,11929,Pave,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1242.0,GasA,Y,2501,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,3,TA,Y,192,87,0,0,0,0,2008,60,IR1,290000,0,6,0.0,279
121,9900,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,None,TA,TA,PConc,Gd,TA,No,BLQ,1059.0,Unf,0.0,1209.0,GasA,Y,1209,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,2,TA,Y,0,0,120,0,0,0,2010,20,Reg,159000,0,6,1.0,120
1223,4882,Pave,Bnk,Inside,BrkSide,RRA,RRAe,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,None,TA,TA,PConc,TA,TA,No,Rec,120.0,Unf,0.0,348.0,GasA,Y,906,0.0,0.0,1,0,2,1,TA,5,Typ,0,Basment,1,TA,Y,0,0,0,0,0,0,2008,70,IR1,87000,0,6,0.0,0
265,11423,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,Unf,0.0,1581.0,GasA,Y,1601,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,180,0,0,0,0,2000,2010,20,Reg,272000,0,6,1.0,180
2813,8772,Pave,Lvl,FR2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,996.0,Unf,0.0,1336.0,GasA,Y,1336,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,136,43,0,0,0,0,2006,20,Reg,198000,0,6,1.0,179
1294,7628,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,Fin,4,6,1940,1985,Gable,CompShg,MetalSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,801.0,GasA,Y,1656,0.0,0.0,2,0,2,1,TA,8,Mod,0,Detchd,2,TA,Y,187,0,0,0,0,0,2008,50,Reg,119164,0,3,0.0,187
2745,8335,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,Y,1124,0.0,0.0,1,0,3,1,TA,5,Min2,1,None,0,,N,0,36,190,0,0,0,2006,20,Reg,93000,0,4,0.0,226
1094,8220,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,544.0,Unf,0.0,982.0,GasA,Y,1892,0.0,0.0,2,1,3,1,TA,8,Typ,1,Attchd,2,TA,Y,108,0,0,0,0,0,2008,60,IR1,226750,0,6,0.0,108
651,10615,Pave,Bnk,Corner,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,440.0,Unf,0.0,978.0,GasA,Y,1699,1.0,0.0,2,0,3,2,TA,7,Typ,0,CarPort,2,Fa,Y,0,74,0,0,0,0,2009,190,IR1,95000,0,6,1.0,74
198,6000,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,780.0,GasA,Y,1416,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,1,TA,P,221,0,48,0,0,0,2010,50,Reg,139900,0,6,0.0,269
131,5350,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,3,3,1940,1966,Gable,CompShg,Wd Sdng,None,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,728.0,GasA,Y,1306,0.0,0.0,1,0,3,1,Fa,6,Mod,0,None,0,,Y,263,0,0,0,0,450,2010,30,IR1,76500,0,3,0.0,263
1258,5400,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Other,CompShg,VinylSd,None,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,GasA,Y,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1,TA,N,88,108,0,0,0,0,2008,30,Reg,86900,0,6,0.0,196
1599,17979,Pave,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,None,TA,Gd,CBlock,TA,TA,No,ALQ,785.0,Unf,0.0,1113.0,GasA,Y,1160,1.0,0.0,1,0,3,1,Gd,6,Typ,0,Attchd,1,TA,Y,81,0,0,0,0,500,2008,20,IR1,152500,0,6,1.0,81
1508,9520,Pave,Bnk,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,Stone,TA,TA,CBlock,Gd,TA,No,Rec,767.0,Unf,0.0,911.0,GasA,Y,930,0.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1,TA,Y,134,0,0,0,0,3000,2008,20,Reg,99000,0,6,0.0,134
615,5330,Pave,HLS,Inside,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,None,Fa,TA,CBlock,TA,TA,No,LwQ,280.0,Unf,0.0,420.0,GasA,Y,708,0.0,0.0,1,0,2,1,Fa,5,Typ,0,None,0,,Y,164,0,0,0,0,0,2009,30,Reg,82500,0,6,0.0,164
1815,8012,Pave,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0.0,1575.0,GasA,Y,1575,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,2,TA,Y,0,0,52,0,0,0,2007,120,Reg,179200,0,6,1.0,52
2712,9000,Pave,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,773.0,Unf,0.0,1059.0,GasA,Y,1059,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1,TA,Y,0,88,0,0,0,0,2006,20,Reg,142500,0,6,1.0,88
2051,14299,Pave,Lvl,Inside,Sawyer,RRA,Norm,1Fam,1Story,4,3,1964,1964,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,513.0,LwQ,144.0,1005.0,GasA,Y,1005,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,2,TA,N,0,0,0,0,0,0,2007,20,Reg,115400,0,6,1.0,0
1863,7050,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,738.0,Unf,0.0,1057.0,GasA,Y,1929,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,0,235,0,0,0,0,2007,60,Reg,226000,0,6,1.0,235
2510,3180,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,GasA,Y,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2,TA,Y,0,166,0,0,0,0,2006,160,Reg,144152,0,6,0.0,166
1069,16451,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1765.0,GasA,Y,2690,0.0,0.0,2,1,4,1,Gd,9,Typ,1,BuiltIn,3,TA,Y,268,58,0,0,0,0,2008,60,IR1,370000,0,6,0.0,326
336,12887,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,Rec,207.0,GLQ,590.0,833.0,GasA,Y,833,1.0,0.0,1,0,2,1,Gd,5,Typ,0,Attchd,2,TA,Y,431,0,0,0,0,0,2010,20,Reg,149900,0,6,1.0,431
2417,15578,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,GasA,Y,1456,0.0,0.0,2,1,3,1,TA,8,Typ,0,Attchd,2,TA,Y,0,0,0,0,0,0,2006,60,IR1,172785,0,6,0.0,0
1962,7200,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,398.0,BLQ,149.0,864.0,GasA,Y,864,1.0,0.0,1,0,3,1,Gd,5,Typ,0,Detchd,2,TA,Y,194,0,0,0,0,0,2007,20,Reg,129000,0,6,1.0,194
372,17043,Pave,Lvl,CulDSac,,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,None,TA,Gd,CBlock,Gd,Fa,No,Unf,0.0,Unf,0.0,1362.0,GasA,Y,1586,0.0,0.0,2,0,3,1,TA,7,Typ,1,Attchd,2,TA,Y,192,0,0,0,0,0,2009,20,IR1,181000,0,6,0.0,192
2578,10000,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,678.0,Rec,281.0,1058.0,GasA,Y,1370,1.0,0.0,1,0,3,1,TA,6,Typ,1,Basment,1,TA,Y,191,0,0,0,120,0,2006,80,Reg,148000,0,6,1.0,311
2824,8050,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,6,5,2002,2002,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,475.0,ALQ,297.0,914.0,GasA,Y,914,1.0,0.0,1,0,2,1,Gd,4,Typ,0,None,0,,N,32,0,0,0,0,0,2006,20,Reg,117250,0,6,1.0,32
471,3182,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1373.0,GasA,Y,1555,0.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2,TA,Y,143,20,0,0,0,0,2009,120,Reg,192500,0,6,0.0,163
1544,1950,Pave,Lvl,Inside,Crawfor,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,Gd,TA,No,LwQ,81.0,GLQ,612.0,716.0,GasA,Y,1556,1.0,0.0,2,1,3,1,TA,6,Typ,1,Attchd,2,TA,Y,161,0,0,0,0,0,2008,160,Reg,151000,0,6,1.0,161
2141,7700,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,LwQ,138.0,Rec,468.0,882.0,GasA,Y,882,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,2,TA,Y,96,0,0,0,0,0,2007,20,Reg,112500,0,6,1.0,96
2008,8731,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,None,TA,Fa,BrkTil,TA,TA,No,BLQ,645.0,Unf,0.0,915.0,GasA,Y,1167,0.0,0.0,1,0,3,1,TA,6,Maj1,1,Detchd,2,TA,Y,0,0,216,0,126,0,2007,30,IR1,144000,0,2,0.0,342
1075,8232,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2008,Hip,CompShg,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,1204.0,Unf,0.0,1800.0,GasA,Y,1800,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Attchd,3,TA,Y,210,0,0,0,0,0,2008,120,IR1,370967,0,6,1.0,210
34,2280,Pave,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,1975,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,514.0,Unf,0.0,855.0,GasA,Y,1456,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,173,0,0,0,0,0,2010,160,Reg,149900,0,6,0.0,173
847,8935,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,GasA,Y,1660,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,144,68,0,0,0,0,2009,60,IR1,195000,0,6,0.0,212
1629,9125,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,GasA,Y,1482,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,100,25,0,0,0,0,2007,80,IR1,163900,0,6,0.0,125
2073,11075,Pave,Lvl,Corner,ClearCr,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,PConc,Gd,TA,No,BLQ,299.0,LwQ,891.0,1190.0,GasA,Y,1522,0.0,0.0,2,0,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,77,0,0,168,0,2007,20,Reg,182000,0,6,0.0,245
960,13438,Pave,HLS,Corner,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,Stone,Ex,TA,CBlock,Ex,TA,Gd,GLQ,1758.0,Unf,0.0,2190.0,GasA,Y,2036,1.0,0.0,2,0,3,1,Ex,9,Typ,1,Attchd,3,TA,Y,90,154,0,0,0,0,2009,20,IR1,410000,0,6,1.0,244
955,11070,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1991,Gable,CompShg,HdBoard,None,TA,TA,PConc,Gd,TA,No,BLQ,55.0,Unf,0.0,1582.0,GasA,Y,1595,1.0,0.0,2,0,2,1,TA,5,Typ,0,Detchd,2,TA,Y,0,0,0,0,0,0,2009,20,Reg,152000,0,6,1.0,0
2476,7800,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,891.0,GasA,Y,1686,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Attchd,2,TA,Y,144,101,0,0,0,0,2006,60,Reg,184000,0,6,0.0,245
1590,7060,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,BrkFace,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,1344.0,GasA,Y,1344,2.0,0.0,2,0,2,2,TA,8,Typ,0,Attchd,3,TA,Y,0,0,0,0,0,0,2008,90,Reg,206300,0,6,2.0,0
2913,11836,Pave,Lvl,Corner,Mitchel,Norm,Norm,Duplex,1Story,5,5,1970,1970,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,149.0,Unf,0.0,1652.0,GasA,Y,1652,0.0,0.0,2,0,4,2,TA,8,Typ,0,2Types,3,TA,Y,0,0,0,0,0,0,2006,90,IR1,146500,0,6,0.0,0
149,8382,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,Fin,4,5,1956,1956,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,GasA,Y,1337,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1,TA,Y,0,0,0,0,0,0,2010,50,Reg,108000,0,6,0.0,0
2525,10192,Pave,Lvl,Inside,,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,570.0,GasA,Y,1920,0.0,0.0,3,0,4,1,Gd,8,Typ,1,Attchd,2,TA,Y,0,98,0,0,0,0,2006,80,IR1,170000,0,6,0.0,98
1470,4426,Pave,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,848.0,GasA,Y,848,1.0,0.0,1,0,1,1,Gd,3,Typ,0,Attchd,2,TA,Y,140,0,0,0,0,0,2008,120,Reg,145000,0,6,1.0,140
412,2280,Pave,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,1Story,7,5,1975,1975,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,435.0,LwQ,622.0,1057.0,GasA,Y,1055,0.0,1.0,2,0,2,1,TA,4,Typ,1,Attchd,2,TA,Y,0,27,0,0,0,0,2009,120,Reg,123000,0,6,0.5,27
1399,2887,Pave,HLS,Inside,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,None,TA,TA,PConc,Gd,TA,Mn,GLQ,1003.0,Unf,0.0,1291.0,GasA,Y,1291,1.0,0.0,1,0,2,1,Gd,6,Typ,1,Attchd,2,TA,Y,307,0,0,0,0,0,2008,120,Reg,173000,0,6,1.0,307
183,8520,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,GasA,Y,720,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,2,TA,Y,106,0,0,0,0,0,2010,30,Reg,105900,0,6,0.0,106
974,1596,Pave,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0.0,462.0,GasA,Y,988,1.0,0.0,1,0,2,1,TA,5,Typ,0,BuiltIn,1,TA,Y,120,101,0,0,0,0,2009,180,Reg,91000,0,6,1.0,221
930,15600,Pave,Bnk,Inside,Crawfor,Norm,Norm,1Fam,Fin,5,7,1949,2005,Gable,CompShg,Other,None,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,1067.0,GasW,N,1523,1.0,0.0,2,0,3,1,Fa,7,Maj2,1,Attchd,1,TA,Y,0,0,81,0,0,0,2009,50,Reg,158000,0,1,1.0,81
881,9313,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864.0,GasA,Y,1728,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,187,56,0,0,0,0,2009,60,IR1,190000,0,6,0.0,243
1180,11064,Pave,Lvl,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1995,Hip,CompShg,BrkFace,None,Gd,TA,PConc,Gd,TA,Gd,LwQ,560.0,GLQ,670.0,1230.0,GasA,Y,1239,1.0,0.0,1,1,1,1,Gd,4,Typ,1,Attchd,2,TA,Y,172,24,0,0,0,0,2008,120,IR2,217500,0,6,1.0,196
1553,9000,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,Fin,5,5,1958,1958,Gable,CompShg,WdShing,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0.0,1151.0,GasA,Y,1955,0.0,0.0,2,0,4,1,TA,7,Typ,0,Attchd,1,TA,Y,0,0,0,0,0,0,2008,50,Reg,165500,0,6,0.0,0
928,12000,Pave,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,275.0,Unf,0.0,704.0,GasA,Y,1564,0.0,0.0,1,1,3,1,Fa,7,Typ,1,Attchd,1,TA,Y,0,0,0,0,0,0,2009,70,Reg,174500,0,6,0.0,0
