Id,ms_zoning,lot_area,street,land_cont,lot_config,neighborhood,cond_1,cond_2,bldg_type,style,overall_qual,overall_cond,yr_built,yr_remodeled,roof_style,roof_mater,exter_1,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_expo,bsmt_fin_1,bsmt_fin_1_sf,bsmt_fin_2,bsmt_fin_2_sf,bsmt_sf,heat,cent_air,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,tot_rooms_gr,functional,fireplaces,garage_type,garage_finish,garage_car_size,garage_qual,garage_cond,paved_drive,misc_val,year_sold,ms_subclass,lot_shape,wood_deck_sf,sale_price,has_pool,functional_mapped,bsmt_baths
1473,RL,9135,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,810.0,Unf,0.0,1536.0,GasA,Y,1536,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2008,20,Reg,192,214000,0,6,1.0
2868,RL,14115,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Other,None,TA,TA,PConc,TA,TA,No,ALQ,296.0,GLQ,547.0,1073.0,GasA,Y,1811,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2006,20,IR1,0,230000,0,6,0.0
1695,RL,14154,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1063.0,GasA,Y,2172,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Attchd,RFn,3,TA,TA,Y,0,2007,60,Reg,192,280000,0,6,0.0
2244,Other,6565,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,GLQ,967.0,Unf,0.0,1073.0,GasA,Y,1073,1.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2007,20,Reg,0,140000,0,6,1.0
169,RL,7700,Pave,Lvl,Inside,NAmes,Fa,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,GasA,Y,1839,0.0,0.0,1,1,4,1,TA,7,Typ,1,Attchd,Unf,2,TA,TA,Y,0,2010,60,Reg,0,155000,0,6,0.0
2670,Other,4761,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,Unfin,3,3,1918,1950,Gable,CompShg,Wd Sdng,None,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1020.0,GasA,N,1020,0.0,0.0,1,0,2,1,Fa,5,Typ,0,None,,0,,,N,0,2006,50,Reg,0,64500,0,6,0.0
247,RL,12361,Pave,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,860.0,Unf,0.0,946.0,GasA,Y,1802,0.0,1.0,2,1,3,1,Gd,8,Typ,1,2Types,RFn,3,TA,TA,Y,0,2010,60,IR1,450,218000,0,6,0.5
2137,RL,9720,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,BrkFace,TA,TA,CBlock,TA,Gd,Av,ALQ,755.0,Unf,0.0,995.0,GasA,Y,1009,0.0,0.0,2,0,3,1,TA,6,Typ,1,Detchd,Unf,2,TA,TA,Y,0,2007,80,Reg,0,160000,0,6,0.0
1794,FV,8640,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1338.0,GasA,Y,1338,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2007,20,Reg,0,208900,0,6,0.0
1498,RL,47007,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,Y,3820,0.0,0.0,3,1,5,1,Ex,11,Typ,2,Attchd,Unf,2,TA,TA,Y,0,2008,20,IR1,0,284700,0,6,0.0
1164,FV,3180,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,689.0,GasA,Y,1392,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2008,160,Reg,0,146000,0,6,0.0
1179,RL,14963,Pave,Lvl,Inside,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,1260.0,GasA,Y,1288,1.0,0.0,1,1,1,1,Ex,4,Typ,2,Attchd,Fin,2,TA,TA,Y,0,2008,120,IR2,120,245500,0,6,1.0
1340,RM,5000,Pave,Bnk,Inside,BrkSide,Norm,Norm,1Fam,Unfin,6,7,1926,1950,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,992.0,GasA,Y,1013,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,Unf,1,Fa,TA,Y,0,2008,45,Reg,0,113000,0,6,0.0
436,RL,16870,Pave,Lvl,FR3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531.0,Unf,0.0,1782.0,GasA,Y,1782,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Attchd,Fin,3,TA,TA,Y,0,2009,20,IR1,99,296000,0,6,1.0
1636,RL,14157,Pave,HLS,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249.0,Unf,0.0,1922.0,GasA,Y,1922,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Attchd,Fin,3,TA,TA,Y,0,2007,20,IR1,178,377426,0,6,1.0
421,RL,12456,Pave,Lvl,FR2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,1172.0,Unf,0.0,1700.0,GasA,Y,1718,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Attchd,Fin,3,TA,TA,Y,0,2009,20,Reg,216,337500,0,6,1.0
457,RL,14836,Pave,HLS,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,2146.0,Unf,0.0,2492.0,GasA,Y,2492,1.0,0.0,2,1,2,1,Ex,8,Typ,1,Attchd,Fin,3,TA,TA,Y,0,2009,20,IR1,226,552000,0,6,1.0
2834,RL,6956,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,Fin,4,7,1948,1950,Gable,CompShg,VinylSd,None,TA,Gd,CBlock,Fa,TA,Mn,Unf,0.0,Unf,0.0,624.0,GasA,Y,936,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,Unf,1,TA,Fa,Y,0,2006,50,Reg,0,97900,0,6,0.0
517,FV,7862,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,27.0,Unf,0.0,1218.0,GasA,Y,1218,0.0,0.0,2,0,2,1,Gd,4,Typ,0,Attchd,Fin,2,TA,TA,Y,0,2009,20,IR1,0,208300,0,6,0.0
1566,RL,11050,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,910.0,GasA,Y,1820,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,Unf,3,TA,TA,Y,0,2008,60,Reg,318,213000,0,6,0.0
1439,RL,8924,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,880.0,GasA,Y,1724,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Attchd,Fin,2,TA,TA,Y,0,2008,60,IR1,120,188000,0,6,0.0
2577,RL,9610,Pave,Lvl,Corner,NAmes,RRA,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,203.0,Unf,0.0,1121.0,GasA,Y,1336,0.0,0.0,1,1,3,1,TA,7,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2006,20,IR1,80,162000,0,6,0.0
2241,RM,13710,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,420.0,Unf,0.0,910.0,GasA,Y,1558,0.0,0.0,1,1,4,1,TA,6,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2007,50,Reg,289,152000,0,6,0.0
71,FV,12552,Pave,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,222.0,Unf,0.0,991.0,GasA,Y,1947,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2010,60,Reg,0,254900,0,6,0.0
1143,RL,14565,Pave,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,537.0,Unf,0.0,832.0,GasA,Y,1657,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,2000,2008,60,IR2,144,189000,0,6,0.0
1021,RL,18559,Pave,Lvl,CulDSac,,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,1206.0,Rec,186.0,2048.0,GasA,Y,2064,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Attchd,Fin,2,TA,TA,Y,0,2008,20,IR1,200,235000,0,6,1.0
1416,RL,10880,Pave,Lvl,Inside,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,1040.0,Unf,0.0,1164.0,GasW,N,1164,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,Unf,1,TA,TA,Y,0,2008,190,Reg,0,125000,0,6,1.0
35,RL,2280,Pave,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,836.0,GasA,Y,836,0.0,0.0,1,0,2,1,TA,4,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2010,120,Reg,0,120000,0,6,0.0
2904,Other,31250,Pave,Lvl,Inside,Mitchel,Artery,Norm,1Fam,1Story,3,3,1951,1951,Gable,CompShg,Other,None,TA,Fa,CBlock,None,None,,None,0.0,None,0.0,0.0,GasA,Y,1600,0.0,0.0,1,1,3,1,TA,6,Mod,0,Attchd,Unf,1,Fa,TA,N,0,2006,20,Reg,0,81500,0,3,0.0
2174,RL,11841,Grvl,Lvl,Inside,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,816.0,Unf,0.0,816.0,GasA,Y,816,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,,0,,,Y,0,2007,90,Reg,0,118500,0,6,1.0
522,FV,9187,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,Stone,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121.0,Unf,0.0,1766.0,GasA,Y,1766,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Attchd,Fin,3,TA,TA,Y,0,2009,20,Reg,195,370878,0,6,1.0
2211,RH,6270,Pave,HLS,Inside,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,284.0,Unf,0.0,1001.0,GasA,N,2002,0.0,0.0,2,0,4,2,TA,8,Typ,0,2Types,Unf,3,TA,TA,Y,0,2007,90,Reg,0,145000,0,6,0.0
1539,RL,15660,Pave,Lvl,Corner,Crawfor,Norm,Norm,1Fam,Fin,7,9,1939,2006,Gable,CompShg,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,BLQ,341.0,Unf,0.0,798.0,GasA,Y,1954,0.0,1.0,1,1,3,1,Gd,8,Typ,2,Attchd,Unf,2,TA,TA,Y,0,2008,50,IR1,0,311500,0,6,0.5
2420,RL,3087,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,453.0,Unf,0.0,1220.0,GasA,Y,1364,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2006,120,Reg,100,210250,0,6,1.0
2779,RL,13450,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,916.0,GasA,Y,1861,1.0,0.0,2,1,3,1,Gd,8,Typ,0,BuiltIn,RFn,2,TA,TA,Y,0,2006,60,IR1,146,200000,0,6,1.0
953,RL,10125,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,Fin,5,5,1977,1977,Gable,CompShg,Plywood,None,TA,TA,CBlock,None,None,,None,0.0,None,0.0,0.0,GasA,Y,1734,0.0,0.0,2,0,4,2,Gd,8,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2009,90,Reg,0,126000,0,6,0.0
658,RL,8146,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,405.0,GasA,Y,1039,0.0,0.0,1,0,2,1,TA,6,Typ,0,Detchd,Unf,1,TA,TA,N,0,2009,70,Reg,0,114000,0,6,0.0
714,RM,9600,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,677.0,GasA,Y,1510,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Detchd,Unf,2,TA,TA,N,0,2009,70,Reg,0,87500,0,6,0.0
1637,RL,12328,Pave,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,986.0,Unf,0.0,1149.0,GasA,Y,2541,1.0,0.0,3,1,4,1,Ex,10,Typ,1,BuiltIn,Fin,3,TA,TA,Y,0,2007,60,IR1,120,349265,0,6,1.0
538,RL,10141,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,BLQ,516.0,Rec,774.0,1512.0,GasA,Y,1512,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,RFn,3,TA,TA,Y,0,2009,20,IR1,210,203000,0,6,0.0
546,RL,8529,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,0.0,1454.0,GasA,Y,1434,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2009,20,IR1,290,189000,0,6,0.0
533,FV,8127,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,812.0,GasA,Y,1653,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2009,60,IR1,0,209000,0,6,1.0
718,RM,8400,Pave,Lvl,Corner,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,None,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0.0,Unf,0.0,917.0,GasA,Y,2007,0.0,0.0,2,0,3,1,Ex,8,Typ,0,Detchd,Unf,1,TA,TA,Y,0,2009,70,Reg,0,160000,0,6,0.0
1830,RL,10751,Pave,Lvl,CulDSac,Sawyer,RRA,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,BrkFace,TA,TA,CBlock,Fa,TA,Gd,ALQ,787.0,Unf,0.0,1037.0,GasA,Y,1037,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2007,20,IR1,136,129000,0,6,1.0
2929,RL,10010,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,1071.0,LwQ,123.0,1389.0,GasA,Y,1389,1.0,0.0,1,0,2,1,TA,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2006,20,Reg,240,170000,0,6,1.0
2207,RL,4280,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,None,TA,TA,PConc,TA,TA,No,LwQ,365.0,Unf,0.0,440.0,GasA,N,694,0.0,0.0,1,0,2,1,Gd,4,Typ,1,Detchd,Unf,1,Gd,TA,P,0,2007,30,Reg,0,90350,0,6,0.0
1417,RL,9600,Pave,Lvl,Corner,Edwards,Artery,Norm,1Fam,Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,572.0,NonGas,N,1096,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,,0,,,N,0,2008,50,Reg,0,79000,0,6,0.0
2787,RL,9800,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,None,TA,TA,PConc,TA,TA,No,ALQ,894.0,Unf,0.0,894.0,GasA,Y,894,1.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2006,20,Reg,256,149900,0,6,1.0
1037,RL,7560,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Hip,CompShg,MetalSd,None,TA,TA,CBlock,Gd,TA,No,Rec,119.0,ALQ,613.0,864.0,GasA,Y,864,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2008,20,Reg,0,123000,0,6,1.0
2659,RM,9600,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4,3,1900,1950,Gable,CompShg,AsbShng,None,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1095.0,GasW,N,1774,1.0,0.0,2,0,4,2,TA,8,Min2,0,2Types,Unf,3,Fa,Fa,N,0,2006,70,Reg,0,87000,0,4,1.0
1567,RL,9880,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,522.0,Unf,0.0,1096.0,GasA,Y,1118,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,Fin,1,TA,TA,Y,0,2008,80,Reg,203,171000,1,6,1.0
1225,RL,9600,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,Fin,6,5,1950,1950,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,280.0,Unf,0.0,1032.0,GasA,Y,1252,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2008,50,Reg,0,119000,0,6,0.0
685,RL,7931,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,BLQ,1148.0,Unf,0.0,1148.0,GasA,Y,1148,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2009,20,Reg,0,132500,0,6,1.0
1358,RM,5100,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,None,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,588.0,GasA,Y,1666,0.0,0.0,1,0,3,1,Gd,7,Typ,1,Detchd,Unf,1,TA,TA,Y,0,2008,70,Reg,192,161000,0,6,0.0
1461,RL,9720,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,1194.0,Unf,0.0,1357.0,GasA,Y,1947,1.0,0.0,2,1,3,1,Gd,7,Typ,1,BuiltIn,Fin,3,TA,TA,Y,0,2008,60,IR1,168,274000,0,6,1.0
221,RL,8521,Pave,Lvl,FR2,Sawyer,RRA,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,842.0,Unf,0.0,912.0,GasA,Y,912,0.0,0.0,1,0,3,1,TA,5,Typ,1,Detchd,Unf,1,TA,TA,Y,0,2010,20,Reg,0,125000,0,6,0.0
2187,RL,8741,Pave,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,5,6,1946,1950,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1195.0,GasA,N,1195,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,,0,,,N,0,2007,90,Reg,118,98500,0,6,0.0
2504,RL,12461,Pave,Lvl,Corner,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,Other,None,Gd,TA,PConc,Gd,TA,No,GLQ,1456.0,Unf,0.0,1624.0,GasA,Y,1624,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,RFn,3,TA,TA,Y,0,2006,20,Reg,0,262000,0,6,1.0
855,RL,6950,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,710.0,BLQ,72.0,914.0,GasA,Y,914,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2009,20,IR1,0,134900,0,6,1.0
2258,RL,16905,Pave,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,None,TA,Gd,CBlock,TA,TA,Gd,BLQ,967.0,Unf,0.0,1350.0,GasA,Y,1328,0.0,1.0,1,1,2,1,TA,5,Typ,2,Attchd,RFn,1,TA,TA,P,0,2007,20,Reg,0,170000,0,6,0.5
2205,RL,7155,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,GasA,Y,1461,0.0,0.0,1,0,3,1,TA,6,Typ,1,Detchd,Unf,1,TA,TA,N,0,2007,70,Reg,0,135000,0,6,0.0
1158,RL,9205,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,704.0,Unf,0.0,930.0,GasA,Y,2683,1.0,0.0,2,1,4,1,Gd,9,Typ,2,Attchd,RFn,2,TA,TA,Y,0,2008,60,IR1,237,290000,0,6,1.0
1741,RL,7697,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1246.0,GasA,Y,1258,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2007,20,Reg,0,173500,0,6,0.0
2735,RL,7800,Pave,Bnk,Inside,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,Gd,No,GLQ,603.0,Unf,0.0,896.0,GasA,Y,2008,1.0,0.0,3,0,3,1,Ex,8,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2006,20,Reg,103,225000,0,6,1.0
1888,RL,14357,Pave,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,311.0,LwQ,167.0,864.0,GasA,Y,1187,1.0,0.0,1,0,2,1,TA,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2007,20,IR1,128,140500,0,6,1.0
2121,RL,8775,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,495.0,Unf,0.0,990.0,GasA,Y,990,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2007,20,Reg,0,126000,0,6,0.0
1176,FV,2645,Pave,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,1999,Gable,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,612.0,Unf,0.0,960.0,GasA,Y,1586,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2008,160,Reg,169,170000,0,6,1.0
2773,RL,13568,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,716.0,Unf,0.0,990.0,GasA,Y,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2006,20,IR2,224,156000,0,6,0.5
2619,RL,16321,Pave,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,Gd,BLQ,1277.0,Unf,0.0,1484.0,GasA,Y,1600,1.0,0.0,1,0,2,1,TA,6,Typ,2,Attchd,RFn,1,TA,TA,Y,0,2006,20,IR1,288,207500,0,6,1.0
