Id,lot_area,street,land_cont,lot_config,neighborhood,cond_1,cond_2,bldg_type,style,overall_qual,overall_cond,yr_built,yr_remodeled,roof_style,roof_mater,exter_1,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_expo,bsmt_fin_1,bsmt_fin_1_sf,bsmt_fin_2,bsmt_fin_2_sf,bsmt_sf,heat,cent_air,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,tot_rooms_gr,functional,fireplaces,garage_type,garage_car_size,garage_cond,paved_drive,porch_1,porch_2,porch_3,porch_4,porch_5,misc_val,year_sold,ms_subclass,lot_shape,sale_price,has_pool,functional_mapped,bsmt_baths,porch_sf,full_bath_shift,half_bath_shift,bedrooms_gr_shift,fireplaces_shift,garage_car_size_shift,lot_area_scaled_mm,bsmt_fin_1_sf_scaled_mm,bsmt_fin_2_sf_scaled_mm,bsmt_sf_scaled_mm,gr_liv_area_scaled_mm,tot_rooms_gr_gr_liv_area,tot_rooms_gr_bedroom_gr,full_bath_gr_liv_area,gar_car_size_overall_qual,yr_built_overall_qual,bsmt_sf_gr_liv_area,functional_mapped_overall_qual,full_bath_gr_liv_area_log,tot_rooms_gr_bedroom_gr_log,lot_area_scaled_mm_log,gr_liv_area_scaled_mm_log,bsmt_fin_1_sf_scaled_mm_log,bsmt_fin_2_sf_scaled_mm_log,bsmt_sf_scaled_mm_log,bedrooms_gr_shift_log,tot_rooms_gr_log,tot_rooms_gr_gr_liv_area_log,lot_area_log,gr_liv_area_log
829,10324,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,872.0,Unf,0.0,1254.0,GasA,Y,1254,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,3,TA,Y,168,92,0,0,0,0,2009,20,IR1,221800,0,6,1.0,260,3,1,3,1,4,1.0572225745085606,1.3985374771480803,1.0,1.3911416094822209,1.263912794033276,6270,15,3762,32,16064,2508.0,48,8.232706009860976,2.70805020110221,0.055645256630655095,0.23421230128232218,0.33542703140455454,0.0,0.3301247118446115,1.0986122886681098,1.6094379124341003,8.743531633626967,9.242226560838505,7.134093721192866
1397,8375,Pave,Lvl,Corner,Sawyer,Norm,Norm,1Fam,Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,336.0,Unf,0.0,576.0,GasA,Y,1350,1.0,0.0,1,1,2,1,Gd,6,Min1,0,2Types,3,TA,N,0,0,0,0,0,0,2008,50,Reg,152400,0,5,1.0,0,2,2,3,1,4,1.044863665187064,1.153564899451554,1.0,1.1796631316281971,1.291451520367183,8100,18,2700,20,9705,1926.0,25,7.90100705199242,2.8903717578961645,0.04388641296979083,0.2557667953867113,0.14285706011923197,0.0,0.16522891604890455,1.0986122886681098,1.791759469228055,8.99961934066053,9.033006356693267,7.2078598714324755
877,9750,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1630.0,GasA,Y,1630,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,74,234,0,0,0,0,2009,20,Reg,213000,0,6,0.0,308,3,1,4,2,3,1.0535827520608751,1.0,1.0,1.5084217092950718,1.3717728055077452,9780,24,4890,21,14000,3260.0,42,8.494947582468917,3.1780538303479458,0.052196500831610655,0.3161039219383037,0.0,0.0,0.41106387856518506,1.3862943611198906,1.791759469228055,9.188094763028863,9.185022563991893,7.396335293800808
2477,7632,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,784.0,GasA,Y,1585,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,100,77,0,0,0,0,2006,60,IR1,184900,0,6,0.0,177,3,2,4,1,3,1.0401521876981612,1.0,1.0,1.244541484716157,1.3588640275387263,11095,28,4755,21,14035,2369.0,42,8.46695197497949,3.332204510175204,0.03936703677261334,0.3066490768437855,0.0,0.0,0.2187671767144108,1.3862943611198906,1.9459101490553132,9.314249835366695,8.940105213128122,7.368339686311381
2871,15750,Pave,Lvl,Corner,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,Unf,0.0,1165.0,GasA,Y,1336,1.0,0.0,1,0,2,1,TA,5,Typ,2,Attchd,1,TA,Y,0,0,0,0,0,0,2006,190,Reg,157000,0,6,1.0,0,2,1,3,3,2,1.0916296766011415,1.3843692870201096,1.0,1.3633811603243917,1.2874354561101549,6680,15,2672,10,9765,2501.0,30,7.890582534656536,2.70805020110221,0.08767169581554017,0.25265222112256597,0.32524464748536547,0.0,0.30996776169381624,1.0986122886681098,1.6094379124341003,8.806873266530692,9.66459564425378,7.197435354096591
2489,9240,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,612.0,Unf,0.0,864.0,GasA,Y,1211,0.0,0.0,1,0,2,1,TA,6,Min1,1,Detchd,2,TA,Y,161,0,0,0,0,0,2006,20,IR1,144000,0,5,0.0,161,2,1,3,2,3,1.0503487634749524,1.2797074954296161,1.0,1.2694946974422958,1.2515777395295467,7266,18,2422,15,9810,2075.0,25,7.792348924113037,2.8903717578961645,0.049122264708373796,0.22440494704364328,0.2466315326214235,0.0,0.2386189452671425,1.0986122886681098,1.791759469228055,8.890961212781146,9.131297164635729,7.099201743553092
1655,10400,Pave,Lvl,Inside,,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,903.0,Unf,0.0,1259.0,GasA,Y,1353,1.0,0.0,2,0,2,1,TA,5,Typ,1,Attchd,2,TA,Y,240,141,0,0,0,0,2007,20,Reg,192350,0,6,1.0,381,3,1,3,2,3,1.057704502219404,1.4127056672760512,1.0,1.3927011852776046,1.2923121055651177,6765,15,4059,18,11874,2612.0,36,8.308691916838898,2.70805020110221,0.056100995955653786,0.25643294396247207,0.3455067785902445,0.0,0.3312451601411012,1.0986122886681098,1.6094379124341003,8.819517540604888,9.249561085129464,7.210079628170788
1891,8800,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,654.0,Unf,0.0,1174.0,GasA,Y,1200,0.0,1.0,2,0,3,1,TA,6,Typ,1,Attchd,2,TA,Y,0,0,0,0,0,0,2007,20,Reg,163500,0,6,0.5,0,3,1,4,2,3,1.047558655675333,1.2989031078610602,1.0,1.3661883967560824,1.2484222604704533,7200,24,3600,21,13762,2374.0,42,8.1886891244442,3.1780538303479458,0.046462367117884984,0.22188056245581242,0.261520145115174,0.0,0.31202467020099356,1.3862943611198906,1.791759469228055,8.881836305004146,9.082507000466299,7.090076835776092
1419,11839,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,1085.0,Unf,0.0,1475.0,GasA,Y,2329,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Attchd,2,TA,Y,192,121,0,0,0,0,2008,60,Reg,262280,0,6,1.0,313,3,2,5,2,3,1.066829422954978,1.4958866544789762,1.0,1.4600748596381785,1.572289156626506,23290,50,6987,21,13930,3804.0,42,8.85180655855245,3.912023005428146,0.0646910935181054,0.45253261896615016,0.4027191109593086,0.0,0.37848770813057236,1.6094379124341003,2.302585092994046,10.055779362878386,9.379154445411636,7.753194269884341
1473,9135,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,810.0,Unf,0.0,1536.0,GasA,Y,1536,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,192,74,0,0,0,0,2008,20,Reg,214000,0,6,1.0,266,3,1,4,1,3,1.0496829422954979,1.370201096892139,1.0,1.479101684341859,1.344807802639128,10752,28,4608,21,14014,3072.0,42,8.435549202375727,3.332204510175204,0.048488158851843106,0.2962511051768823,0.3149575151206712,0.0,0.3914349334558525,1.3862943611198906,1.9459101490553132,9.282847062762931,9.119868468812108,7.336936913707618
2868,14115,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Other,None,TA,TA,PConc,TA,TA,No,ALQ,296.0,GLQ,547.0,1073.0,GasA,Y,1811,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Attchd,2,TA,Y,0,0,280,0,0,0,2006,20,IR1,230000,0,6,0.0,280,2,1,3,2,3,1.0812618896639188,1.1352833638025595,1.3710990502035278,1.3346849656893325,1.4236947791164658,10866,18,3622,18,11736,2884.0,36,8.19478163844336,2.8903717578961645,0.07812877542445938,0.3532554495074745,0.12688227951149758,0.31561264465433914,0.2886952832473186,1.0986122886681098,1.791759469228055,9.293393927111468,9.55499334068759,7.501634457883413
1695,14154,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1063.0,GasA,Y,2172,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Attchd,3,TA,Y,192,62,0,0,0,0,2007,60,Reg,280000,0,6,0.0,254,3,2,4,2,4,1.0815091946734305,1.0,1.0,1.3315658140985651,1.5272518646012623,19548,36,6516,28,14042,3235.0,42,8.782015969721936,3.58351893845611,0.07835746815332058,0.4234699534350361,0.0,0.0,0.28635555358846376,1.3862943611198906,2.1972245773362196,9.880628258390045,9.55775254863573,7.683403681053826
2244,6565,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,GLQ,967.0,Unf,0.0,1073.0,GasA,Y,1073,1.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,2,TA,Y,0,444,0,0,0,0,2007,20,Reg,140000,0,6,1.0,444,2,1,4,1,3,1.0333861762840837,1.4419561243144425,1.0,1.3346849656893325,1.2119908204245553,6438,24,2146,12,7828,2146.0,24,7.671360923190644,3.1780538303479458,0.0328409598549064,0.19226431371130795,0.3660006114334418,0.0,0.2886952832473186,1.3862943611198906,1.791759469228055,8.769973211858753,8.789507786736896,6.9782137426306985
169,7700,Pave,Lvl,Inside,NAmes,Fa,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,GasA,Y,1839,0.0,0.0,1,1,4,1,TA,7,Typ,1,Attchd,2,TA,Y,0,124,216,0,0,0,2010,60,Reg,155000,0,6,0.0,340,2,2,5,2,3,1.040583386176284,1.0,1.0,1.2358078602620086,1.4317269076305221,12873,35,3678,18,11796,2595.0,36,8.210124405164267,3.5553480614894135,0.039781504127052524,0.35888134338964306,0.0,0.0,0.2117248940889979,1.6094379124341003,1.9459101490553132,9.462887373659635,8.948975607841776,7.516977224604321
2670,4761,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,Unfin,3,3,1918,1950,Gable,CompShg,Wd Sdng,None,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1020.0,GasA,N,1020,0.0,0.0,1,0,2,1,Fa,5,Typ,0,None,0,,N,0,0,105,0,0,0,2006,50,Reg,64500,0,6,0.0,105,2,1,3,1,1,1.0219467343056436,1.0,1.0,1.3181534622582658,1.1967871485943775,5100,15,2040,3,5754,2040.0,18,7.620705086838262,2.70805020110221,0.021709371348553847,0.17964059004069685,0.0,0.0,0.27623186500650376,1.0986122886681098,1.6094379124341003,8.536995818712418,8.46821300919452,6.927557906278317
247,12361,Pave,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,860.0,Unf,0.0,946.0,GasA,Y,1802,0.0,1.0,2,1,3,1,Gd,8,Typ,1,2Types,3,TA,Y,450,92,0,0,0,0,2010,60,IR1,218000,0,6,0.5,542,3,2,4,2,4,1.070139505389981,1.393053016453382,1.0,1.2950717404865877,1.421113023522662,14416,32,5406,24,11958,2748.0,36,8.595264726836392,3.4657359027997265,0.06778901884436979,0.3514403839693387,0.3314977532646651,0.0,0.25856609167622635,1.3862943611198906,2.0794415416798357,9.57609397984812,9.422301633887823,7.496652438168283
2137,9720,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,BrkFace,TA,TA,CBlock,TA,Gd,Av,ALQ,755.0,Unf,0.0,995.0,GasA,Y,1009,0.0,0.0,2,0,3,1,TA,6,Typ,1,Detchd,2,TA,Y,0,0,0,0,0,0,2007,80,Reg,160000,0,6,0.0,0,3,1,4,2,3,1.0533925174381737,1.3450639853747715,1.0,1.3103555832813476,1.193631669535284,6054,24,3027,15,9885,2004.0,30,8.01532730902172,3.1780538303479458,0.05201592479356009,0.17700048290297504,0.2964415846916009,0.0,0.2702985379998839,1.3862943611198906,1.791759469228055,8.708474489581665,9.181940897454485,6.9167150203536085
1794,8640,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1338.0,GasA,Y,1338,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,0,141,0,0,0,0,2007,20,Reg,208900,0,6,0.0,141,3,1,4,1,3,1.046544071020926,1.0109689213893966,1.0,1.4173424828446661,1.2880091795754447,8028,24,4014,24,16056,2676.0,48,8.297543529356284,3.1780538303479458,0.04549337479400382,0.2530977546563338,0.01090919910035353,0.0,0.3487836272314889,1.3862943611198906,1.791759469228055,8.990690709916228,9.064157861798101,7.198931240688173
1498,47007,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,Y,3820,0.0,0.0,3,1,5,1,Ex,11,Typ,2,Attchd,2,TA,Y,0,372,0,0,0,0,2008,20,IR1,284700,0,6,0.0,372,4,2,6,3,3,1.289835129993659,1.0,1.0,1.0,2.0,42020,66,15280,15,9795,3820.0,30,9.634300062720511,4.189654742026425,0.2545144039992057,0.6931471805599453,0.0,0.0,0.0,1.791759469228055,2.3978952727983707,10.645900974398991,10.758051805772519,8.24800570160062
1164,3180,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,689.0,GasA,Y,1392,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Detchd,2,TA,Y,0,102,0,0,0,0,2008,160,Reg,146000,0,6,0.0,102,3,1,3,1,3,1.0119213696892835,1.0,1.0,1.2149095446038678,1.3034997131382673,6960,15,4176,21,14049,2081.0,42,8.337109129562474,2.70805020110221,0.011850869911142215,0.265052734321021,0.0,0.0,0.1946696251353504,1.0986122886681098,1.6094379124341003,8.847934753328465,8.064636475774222,7.238496840894365
1179,14963,Pave,Lvl,Inside,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,1260.0,GasA,Y,1288,1.0,0.0,1,1,1,1,Ex,4,Typ,2,Attchd,2,TA,Y,120,30,0,0,224,0,2008,120,IR2,245500,0,6,1.0,374,2,2,2,3,3,1.0866391883322766,1.3592321755027421,1.0,1.3930131004366813,1.2736660929432013,5152,8,2576,24,15968,2548.0,48,7.853993087224244,2.0794415416798357,0.08308961958000137,0.24189942934630418,0.3069199634782285,0.0,0.33146909923060497,0.6931471805599453,1.3862943611198906,8.54714026778419,9.61333576618342,7.160845906664299
1340,5000,Pave,Bnk,Inside,BrkSide,Norm,Norm,1Fam,Unfin,6,7,1926,1950,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,992.0,GasA,Y,1013,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1,TA,Y,0,0,101,0,0,0,2008,45,Reg,113000,0,6,0.0,101,2,1,4,1,2,1.0234622701331644,1.0,1.0,1.3094198378041173,1.1947791164658634,6078,24,2026,12,11556,2005.0,36,7.613818684808629,3.1780538303479458,0.02319126186685586,0.17796132852097682,0.0,0.0,0.26958416721108003,1.3862943611198906,1.791759469228055,8.712430973476739,8.517193191416238,6.920671504248683
436,16870,Pave,Lvl,FR3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531.0,Unf,0.0,1782.0,GasA,Y,1782,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Attchd,3,TA,Y,99,82,0,0,0,0,2009,20,IR1,296000,0,6,1.0,181,3,1,4,3,4,1.0987317691819911,1.699725776965265,1.0,1.5558328134747348,1.4153757888697647,12474,28,5346,32,16032,3564.0,48,8.584103896698863,3.332204510175204,0.09415657755376265,0.3473950710093357,0.5304669303831981,0.0,0.44201097363042874,1.3862943611198906,1.9459101490553132,9.431401757086068,9.733292175540013,7.485491608030754
1636,14157,Pave,HLS,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249.0,Unf,0.0,1922.0,GasA,Y,1922,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Attchd,3,TA,Y,178,51,0,0,0,0,2007,20,IR1,377426,0,6,1.0,229,3,1,4,2,4,1.0815282181357007,1.5708409506398537,1.0,1.5995009357454772,1.4555364314400459,15376,32,5766,36,18045,3844.0,54,8.659733878198347,3.4657359027997265,0.07837505773559776,0.3753745140792609,0.45161111330796205,0.0,0.4696916654310077,1.3862943611198906,2.0794415416798357,9.640563131210074,9.557964480394498,7.561121589530238
421,12456,Pave,Lvl,FR2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,1172.0,Unf,0.0,1700.0,GasA,Y,1718,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Attchd,3,TA,Y,216,48,0,0,0,0,2009,20,Reg,337500,0,6,1.0,264,3,1,4,2,4,1.0707419150285353,1.5356489945155394,1.0,1.530255770430443,1.3970166379804934,12026,28,5154,40,20060,3418.0,60,8.54752839121231,3.332204510175204,0.06835178672932403,0.3343389899966692,0.42895308941537813,0.0,0.42543489164893633,1.3862943611198906,1.9459101490553132,9.394826251599515,9.429957713513835,7.4489161025442
457,14836,Pave,HLS,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,2146.0,Unf,0.0,2492.0,GasA,Y,2492,1.0,0.0,2,1,2,1,Ex,8,Typ,1,Attchd,3,TA,Y,226,235,0,0,0,0,2009,20,IR1,552000,0,6,1.0,461,3,2,3,2,4,1.085833861762841,1.9808043875685557,1.0,1.777292576419214,1.619047619047619,19936,24,7476,40,20040,4984.0,60,8.919453168575453,3.1780538303479458,0.08234822800666196,0.4818380868927384,0.6835030185544325,0.0,0.5750911818883554,1.0986122886681098,2.0794415416798357,9.90028242158718,9.604811938609481,7.820840879907344
2834,6956,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,Fin,4,7,1948,1950,Gable,CompShg,VinylSd,None,TA,Gd,CBlock,Fa,TA,Mn,Unf,0.0,Unf,0.0,624.0,GasA,Y,936,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1,Fa,Y,0,0,0,0,0,0,2006,50,Reg,97900,0,6,0.0,0,2,1,4,1,2,1.035865567533291,1.0,1.0,1.1946350592638801,1.1726907630522088,4680,20,1872,8,7792,1560.0,24,7.534762657037537,2.995732273553991,0.03523737434934366,0.15930090580357406,0.0,0.0,0.17784074900519334,1.3862943611198906,1.6094379124341003,8.451053388911692,8.847359875474174,6.841615476477592
517,7862,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,27.0,Unf,0.0,1218.0,GasA,Y,1218,0.0,0.0,2,0,2,1,Gd,4,Typ,0,Attchd,2,TA,Y,0,102,0,0,0,0,2009,20,IR1,208300,0,6,0.0,102,3,1,3,1,3,1.0416106531388714,1.0123400365630713,1.0,1.3799126637554586,1.2535857716580607,4872,12,3654,18,12054,2436.0,36,8.203577736937952,2.4849066497880004,0.04076822008775275,0.22600806200966955,0.012264518937364145,0.0,0.32202021003267256,1.0986122886681098,1.3862943611198906,8.491259809389733,8.969796305981806,7.1049654482698426
1566,11050,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,910.0,GasA,Y,1820,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,3,TA,Y,318,32,0,0,0,0,2008,60,Reg,213000,0,6,0.0,350,3,2,4,2,4,1.0618262523779327,1.0,1.0,1.2838427947598254,1.4262765347102695,14560,32,5460,28,13972,2730.0,42,8.605204068738951,3.4657359027997265,0.059990305271220824,0.3550672265506354,0.0,0.0,0.24985776378444205,1.3862943611198906,2.0794415416798357,9.586033321750676,9.3101857069459,7.506591780070841
1439,8924,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,880.0,GasA,Y,1724,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Attchd,2,TA,Y,120,155,0,0,0,0,2008,60,IR1,188000,0,6,0.0,275,3,2,4,1,3,1.0483449587824984,1.0,1.0,1.2744853399875233,1.3987378083763626,13792,32,5172,21,13986,2604.0,42,8.551014739891748,3.4657359027997265,0.04721269088146963,0.3355702645211959,0.0,0.0,0.24254244220806906,1.3862943611198906,2.0794415416798357,9.531843992903474,9.096499555552423,7.452402451223638
2577,9610,Pave,Lvl,Corner,NAmes,RRA,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,203.0,Unf,0.0,1121.0,GasA,Y,1336,0.0,0.0,1,1,3,1,TA,7,Typ,1,Attchd,2,TA,Y,80,0,0,0,0,0,2006,20,IR1,162000,0,6,0.0,80,2,2,4,2,3,1.052694990488269,1.0927787934186473,1.0,1.3496568933250157,1.2874354561101549,9352,28,2672,18,11748,2457.0,36,7.890582534656536,3.332204510175204,0.05135353353699207,0.25265222112256597,0.08872380391645299,0.0,0.2998504070553866,1.3862943611198906,1.9459101490553132,9.143345503151904,9.170559501964338,7.197435354096591
2241,13710,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,420.0,Unf,0.0,910.0,GasA,Y,1558,0.0,0.0,1,1,4,1,TA,6,Typ,0,Attchd,1,TA,Y,289,0,0,0,0,0,2007,50,Reg,152000,0,6,0.0,289,2,2,5,1,2,1.0786937222574509,1.1919561243144425,1.0,1.2838427947598254,1.351118760757315,9348,30,3116,10,9750,2468.0,30,8.044305406990638,3.4011973816621555,0.07575079265249876,0.3009329609304972,0.17559575950467185,0.0,0.24985776378444205,1.6094379124341003,1.791759469228055,9.142917695658749,9.52588077255636,7.351158226430694
71,12552,Pave,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,222.0,Unf,0.0,991.0,GasA,Y,1947,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,2,TA,Y,0,136,0,0,0,0,2010,60,Reg,254900,0,6,0.0,136,3,2,4,2,3,1.0713506658211795,1.1014625228519195,1.0,1.3091079226450406,1.4627079747561675,15576,32,5841,21,14028,2938.0,42,8.67265729404031,3.4657359027997265,0.06892015694308067,0.3802894949751895,0.09663886294282878,0.0,0.26934593016409264,1.3862943611198906,2.0794415416798357,9.653486547052035,9.437635294412868,7.5740450053721995
1143,14565,Pave,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,537.0,Unf,0.0,832.0,GasA,Y,1657,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,144,74,0,0,0,2000,2008,60,IR2,189000,0,6,0.0,218,3,2,4,1,3,1.084115409004439,1.2454296160877514,1.0,1.2595134123518403,1.3795180722891565,9942,24,4971,21,13958,2489.0,42,8.511376306094673,3.1780538303479458,0.08076436322161945,0.3217342151976963,0.21948054355547264,0.0,0.23072546570328456,1.3862943611198906,1.791759469228055,9.204523486654617,9.586376669393536,7.4127640174265625
1021,18559,Pave,Lvl,CulDSac,,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,1206.0,Rec,186.0,2048.0,GasA,Y,2064,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Attchd,2,TA,Y,200,0,0,0,0,0,2008,20,IR1,235000,0,6,1.0,200,3,1,4,3,3,1.1094419784400762,1.5511882998171846,1.1261872455902306,1.6388022457891454,1.4962707974756166,14448,28,6192,21,13846,4112.0,42,8.731013415269564,3.332204510175204,0.10385716679105039,0.4029758775265226,0.4390212822522998,0.118837808601307,0.4939656370759869,1.3862943611198906,1.9459101490553132,9.578311275656766,9.828710125578304,7.6324011266014535
1416,10880,Pave,Lvl,Inside,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,1040.0,Unf,0.0,1164.0,GasW,N,1164,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1,TA,Y,0,48,0,0,0,0,2008,190,Reg,125000,0,6,1.0,48,2,1,4,1,2,1.0607482561826254,1.4753199268738575,1.0,1.363069245165315,1.2380952380952381,5820,20,2328,10,9750,2328.0,30,7.752764808851328,2.995732273553991,0.05897456115138555,0.2135741002980591,0.38887486584796765,0.0,0.3097389549201376,1.3862943611198906,1.6094379124341003,8.669055540725484,9.294681520409934,7.059617628291383
